ResearchInstitution,GrantCount,TotalFunding,index,Institute,InstituteCountry,InstituteNumber,City,Latitude,Longitude
EPF Lausanne - EPFL,5223,1851639217.0,1611,Laboratoire de construction en composites EPFL - ENAC - IIC - CCLAB,Switzerland,I1612,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,1761,Centre interdisciplinaire de sécurité d'information et des systèmes-ISIS EPFL,Switzerland,I1762,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,1769,Laboratoire de systèmes d'information répartis EPFL - IC - IIF - LSIR,Switzerland,I1770,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,1787,Laboratoire de Biophysique et de Biologie Structurelle EPFL - SB - IPSB - LBBS,Switzerland,I1788,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,1848,Institut de mathématiques EPFL - SB - MATH,Switzerland,I1849,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,1859,Département d'Electricité  (DE) EL - Ecublens,Switzerland,I1860,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,1873,Institut de Management de la Technologie et Entrepreneuriat EPFL - CDM - MTEI,Switzerland,I1874,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,1875,Laboratoire d'actionneurs intégrés EPFL - STI - IMT - LAI,Switzerland,I1876,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,1879,College of Management of Technology EPFL CDM CSI ODY,Switzerland,I1880,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,1881,Multimedia Signal Processing Group STI-IEL EPFL,Switzerland,I1882,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,1906,Ecole Polytechnique Féderale de Lausanne Institute of Bioengineering,Switzerland,I1907,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,1909,Laboratoire de traitement des signaux 2 EPFL - STI - IEL - LTS2,Switzerland,I1910,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,1916,Plateforme de constructions hydrauliques EPFL ENAC IIC PL-LCH,Switzerland,I1917,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,1949,Paul Scherrer Institut,Switzerland,I1950,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,1960,Laboratoire de systèmes d'exploitation EPFL - IC - IIF - LABOS,Switzerland,I1961,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,1965,EPFL STI SMX-GE MXF 112 (Bâtiment MXF) Station 12,Switzerland,I1966,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,1966,Laboratoire de science computationnelle et modélisation EPFL - STI - IMX - COSMO,Switzerland,I1967,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,1971,Chaire de théorie de la matière condensée EPFL - SB - ITP - CTMC,Switzerland,I1972,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,1977,Laboratoire de biologie à l'échelle nanométrique EPFL - STI - IBI-STI - LBEN,Switzerland,I1978,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2005,Lab. théorie et histoire de L'archtecture 3 EPFL - IA - LTH 3,Switzerland,I2006,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2016,Institut Romand de Recherche Numérique en Physique des Matériaux - IRRMA EPFL - SB - IRRMA-GE,Switzerland,I2017,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2051,Centre de recherches en physique des plasmas EPFL - SB - CRPP,Switzerland,I2052,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2055,Laboratoire d'astrophysique Observatoire de Sauverny EPFL - SB - IPEP - LASTRO,Switzerland,I2056,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2056,Chaire en économie et management de l'innovation EPFL - CDM - ITPP - CEMI,Switzerland,I2057,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2094,Swiss Federal Insitute of Technology,Switzerland,I2095,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2102,Laboratoire de modélisation de la chimie atmosphérique EPFL - ENAC - ISTE - LMCA,Switzerland,I2103,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2107,Laboratoire de recherche en biofilms et écosystèmes fluviaux EPFL - ENAC - IIE - SBER,Switzerland,I2108,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2126,Laboratoire de physique des particules et de cosmologie EPFL - SB - ITP - LPPC,Switzerland,I2127,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2162,Laboratoire d'ingénierie numérique EPFL - STI - IGM - LIN,Switzerland,I2163,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2177,Laboratoire de construction et conservation EPFL - ENAC - IA - LCC,Switzerland,I2178,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2179,Laboratoire d'optique appliquée EPFL - STI - IMT - LOA,Switzerland,I2180,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2196,Laboratoire de réseaux électriques-LRE Institut des sciences de l'énergie LRE - ISE - STI - EPFL,Switzerland,I2197,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2204,EPFL - IC - ISIM - LCN,Switzerland,I2205,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2210,Laboratoire de microbiologie environnementale EPFL - ENAC - IIE - EML,Switzerland,I2211,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2221,Laboratoire de biotechnologie computationnelle des systèmes EPFL - SB - ISIC - LCSB,Switzerland,I2222,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2246,Advanced NEMS Laboratory EPFL - STI - IGM - NEMS,Switzerland,I2247,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2285,Laboratoire de mécanismes synaptiques EPFL - SV - BMI - LSYM,Switzerland,I2286,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2288,Laboratoire de production microtechnique EPFL - STI - IMT - LPM,Switzerland,I2289,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2290,Laboratoire des systèmes embarqués EPFL - STI - IEL - ESL,Switzerland,I2291,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2293,UNI: EPFL  Lausanne CH,Switzerland,I2294,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2325,Laboratoire des dispositifs nanoélectroniques EPFL - STI - IEL - NANOLAB,Switzerland,I2326,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2335,Institut d'ingénierie de l'environnement EPFL - ENAC - IIE,Switzerland,I2336,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2369,Laboratoire des interfaces bioélectroniques flexibles EPFL - STI - IMT - LSBI,Switzerland,I2370,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2374,Laboratoire de construction en bois EPFL - ENAC - IIC - IBOIS,Switzerland,I2375,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2377,Laboratoire d'intégration et système physiologie EPFL,Switzerland,I2378,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2440,Laboratoire de catalyse et synthèse asymétriques EPFL - SB - ISIC - LCSA,Switzerland,I2441,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2458,Laboratoire de nanostructures et nouveaux matériaux électroniques EPFL - SB - IPMC - LNNME,Switzerland,I2459,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2474,Laboratoire de sciences de la Terre et des Planètes EPFL - SB - IPHYS - EPSL,Switzerland,I2475,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2484,Global Health Institute EPFL-SV-GHI,Switzerland,I2485,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2493,Mathematics Institute for Analysis and Appl. EPFL-SB-MATHAA-CAA,Switzerland,I2494,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2510,Institut für Atmosphäre und Klima ETH Zürich,Switzerland,I2511,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2534,Laboratoire de géochimie biologique EPFL - ENAC - IIE - LGB,Switzerland,I2535,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2550,Laboratoire des polymères EPFL - STI - IMX - LP,Switzerland,I2551,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2569,Laboratoire de théorie et d'histoire 2 ENAC-IA EPFL,Switzerland,I2570,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2625,Laboratoire de Chimie Physique des Polymères et Membranes EPFL - SB - ISIC - LCPPM,Switzerland,I2626,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2627,Laboratoire Leenaards-Jeantet d'imagerie fonctionnelle et métabolique EPFL - SB - IPHYS - LIFMET,Switzerland,I2628,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2662,Chaire Fondation Defitech en interface non-invasive de cerveau-machine EPFL - STI - IBI-STI - CNBI,Switzerland,I2663,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2664,Laboratoire de mécanique des fluides de l'environnement EPFL - ENAC - IIE - EFLUM,Switzerland,I2665,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2676,EPFL SB IPHYS CQSL Computational Quantum Science Laboratory),Switzerland,I2677,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2677,Inst. de génie de l'environnement IGE - Département de Génie rural EPF - Ecublens,Switzerland,I2678,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2699,Laboratoire d'analyse et de raisonnement automatisés EPFL - IC - IIF - LARA,Switzerland,I2700,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2703,Laboratory of Nanochemistry for Energy EPFL - SB - ISIC - LNCE,Switzerland,I2704,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2731,Chaire de statistique appliquée EPFL - SB - MATHAA - STAP,Switzerland,I2732,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2736,Laboratoire d'enseignement assisté par ordinateur (LEAO) Département d'informatique,Switzerland,I2737,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2750,Laboratoire de biophysique statistique EPFL - SB - ITP - LBS,Switzerland,I2751,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2753,Institut de Génie Mécanique (IGM) - Gestion EPFL - STI - IGM-GE,Switzerland,I2754,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2756,Chaire de probabilités EPFL - SB - MATHAA - PROB,Switzerland,I2757,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2760,EPFL ENT-R CEN,Switzerland,I2761,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2790,UNI: EPF-Lausanne IRRMA  Lausanne CH,Switzerland,I2791,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2809,Collège du Management de la Technologie EPFL - CDM,Switzerland,I2810,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2821,Unité du Prof. Dal Peraro EPFL - SV - IBI-SV - UPDALPE,Switzerland,I2822,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2845,Laboratoire pour les communications informatiques et leurs applications EPFL - IC - LCA2,Switzerland,I2846,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2846,Laboratoire en semiconducteurs avancés pour la photonique et l'électronique EPFL - SB - IPHYS - LASPE,Switzerland,I2847,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2856,Laboratoire de communications audiovisuelles EPFL - IC - LCAV,Switzerland,I2857,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2867,Chaire de recherche opérationnelle SO EPFL - SB - MATHAA - ROSO,Switzerland,I2868,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2871,Centre d'Imagerie BioMédicale EPFL SB CIBM-AIT,Switzerland,I2872,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2891,EPFL STI IEL-GE Institute of Electrical Engineering,Switzerland,I2892,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2912,Laboratoire de systèmes microélectroniques EPFL - STI - IEL - LSM,Switzerland,I2913,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2913,Laboratoire de la science et de l'ingénierie de l'énergie renouvelable EPFL - STI - IGM - LRESE,Switzerland,I2914,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2931,Centre interdépartemental d'étude des terrains instables EPF-Lausanne,Switzerland,I2932,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2939,Laboratoire d'ingénierie neurale translationnelle EPFL - STI - CPN - TNE,Switzerland,I2940,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2970,Institut Suisse de Recherche Expérimentale sur le Cancer EPFL - SV - ISREC,Switzerland,I2971,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2973,SV 2539 EPFL,Switzerland,I2974,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2998,EPFL SB-DO PH A2 354 (Bâtiment PH),Switzerland,I2999,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,2999,Affaires Internationales PES EPFL,Switzerland,I3000,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3013,Laboratoire des matériaux semiconducteurs EPFL - STI - IMX - LMSC,Switzerland,I3014,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3031,Laboratoire de technologie écologique EPFL - ENAC - IIE - ECOL,Switzerland,I3032,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3034,Laboratoire d'ingénierie des ondes EPFL - STI - IEL - LWE,Switzerland,I3035,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3055,EPFL STI-DO,Switzerland,I3056,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3075,Laboratoire de biomécanique en orthopédie EPFL - STI - IBI - LBO,Switzerland,I3076,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3080,EPFL SV BMI LPSY SV 2807 (Bâtiment SV),Switzerland,I3081,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3081,Laboratoire d'architecture et mobilité urbaine EPFL - ENAC - IA - LAMU,Switzerland,I3082,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3086,EPFL SV BMI LNC,Switzerland,I3087,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3105,Laboratoire de spectrométrie de masse de biomolécules EPFL - SB - ISIC - LSMB,Switzerland,I3106,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3135,Laboratoire de traitement des signaux 4 EPFL - STI - IEL - LTS4,Switzerland,I3136,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3140,Laboratoire de production microtechnique 2 EPFL - STI - IMT - LPM2,Switzerland,I3141,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3146,Centre de recherche en physique des plasmas Paul Scherrer Institut,Switzerland,I3147,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3177,Laboratoire d'écologie végétal EPFL - ENAC - IIE - PERL EPFL,Switzerland,I3178,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3190,Module de recherche en technologies d'IRM EPFL - SB - CIBM-AIT,Switzerland,I3191,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3192,Laboratoire d'architecture quantique EPFL - STI - IMT - AQUA,Switzerland,I3193,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3212,Laboratoire de physique des hautes énergies LS EPFL - SB - IPHYS - LPHE-LS,Switzerland,I3213,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3220,Laboratoire de résonance magnétique EPFL - SB - ISIC - LRM,Switzerland,I3221,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3221,Laboratoire d'électronique et traitement du signal EPFL - STI - IMT - ESPLAB,Switzerland,I3222,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3245,Laboratoire de traitement des signaux 5 EPFL - STI - IEL - LTS5,Switzerland,I3246,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3296,Institut d'Electrochimie et de Radiochimie  (IER) Dép. de Chimie,Switzerland,I3297,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3321,Unité du Prof. Lutolf EPFL - SV - IBI-SV - UPLUT,Switzerland,I3322,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3349,Laboratoire d'information dans les systèmes en réseaux EPFL - IC - ISC - LINX,Switzerland,I3350,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3357,Chaire des équations différentielles partielles EPFL - SB - MATHAA - PDE,Switzerland,I3358,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3373,Laboratoire de virologie et génétique FSV-GHI EPFL,Switzerland,I3374,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3402,Laboratoire de chimie supramoléculaire EPFL - SB - ISIC - LCS,Switzerland,I3403,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3457,Laboratoire de cristallographie EPFL - SB - IPSB - LCR,Switzerland,I3458,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3474,Laboratory of Quantum Materials (QMAT) Institute of Materials EPFL,Switzerland,I3475,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3476,Institut de sociologie et de sciences politiques Université de Neuchâtel,Switzerland,I3477,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3477,Groupe de génie électrochimique EPFL - SB - ISIC - GGEC,Switzerland,I3478,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3487,Institut d'analyse et de calcul scientifique EPFL - SB - IACS - CMCS,Switzerland,I3488,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3494,Laboratoire de théorie et simulation des matériaux EPFL - STI - IMX - THEOS,Switzerland,I3495,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3499,Laboratoire transport et mobilité EPFL - ENAC - INTER - TRANSP-OR,Switzerland,I3500,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3503,Institut de mathématiques B EPFL - SB - IMB,Switzerland,I3504,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3553,EPFL - STI - GR-SCI-STI - SCI-STI-CD,Switzerland,I3554,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3564,Medical Imaging Processing Lab (MIP:LAB) Department of Radiology EPFL/University of Geneva,Switzerland,I3565,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3567,Institut de physique EPFL - SB - IPHYS,Switzerland,I3568,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3576,Chaire d'analyse géométrique EPFL - SB - IMB - CAG,Switzerland,I3577,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3586,Laboratoire de photonique et mesures quantiques EPFL - STI - IEL - LPQM2,Switzerland,I3587,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3592,Laboratoire d'Urbanisme EPFL - ENAC - IA - Lab-U,Switzerland,I3593,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3631,Laboratoire de systèmes d'information géographique EPFL - ENAC - IIE - LASIG,Switzerland,I3632,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3655,Laboratoire de gestion et procédés de production EPFL - STI - IPR - LGPP,Switzerland,I3656,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3657,Laboratoire de programmation distribuée EPFL - IC - IINFCOM - LPD,Switzerland,I3658,Lausanne,46.5197,6.6323
EPF Lausanne - EPFL,5223,1851639217.0,3660,Groupe SCI STI EC EPFL - SCI - STI - EC,Switzerland,I3661,Lausanne,46.5197,6.6323
